LOCATION,SITE_NAME,SHORT_NAME,LATITUDE,LONGITUDE,CH4MAX1H,CH4DLYAV,COMAX8N,COMXN8N,COMAX8O,COMAX1HR,CODLYAVG,H2SDLYAV,NMHCMX1H,NMHCDAVG,NO2MAX1H,NO2DLYAV,NOMAX1HR,NODLYAV,NOXMAX1H,NOXDLYAV,OZMAX1HR,OZHMX1HR,OZMAX8O,OZH1MX8O,OZDLYAV,OZMX8ST,OZHMX8ST,SO2MAX1H,SO2MX24N,SO2MX24O,SO2DLYAV,SULFURMX,THCMAX1H,THCDLYAV,TRSMAX1H,DAYOFWK
2499,Crestline,Lake_Gregory,34.2413,-117.2755,NA,NA,0.927410714,0.967589286,1.006803571,1.428571429,0.561678571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084946463,12.64299512,0.07052958,10.08381636,0.049181286,0.071008372,10.08630049,NA,NA,NA,NA,NA,NA,NA,NA,4.001011308
2500,Santa Barbara-W Carillo Street,S_Barbr-WCrl,34.4166,-119.6999,NA,NA,1.491285381,1.490373688,1.561113546,2.47659128,1.016986477,NA,NA,NA,0.037899343,0.021743978,0.102866637,0.025513271,0.134938646,0.047138273,0.043327334,11.49021372,0.035026541,9.463337832,0.023562334,0.035517769,9.44894287,0.005745257,0.00165375,0.002247945,0.001605501,NA,3.180769231,2.3617505,NA,4.000222668
2514,Banning-Allesandro,Banning-Alls,33.9211,-116.8583,NA,NA,1.366071429,1.361842105,1.338362069,1.672413793,1.003189655,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065159513,10.9839596,0.050398099,10.33318479,0.035216714,0.050875817,10.33125371,NA,NA,NA,NA,NA,NA,NA,NA,4.00074239
2515,Oceanside-Cleveland,Oceansid-Clv,33.1963,-117.3102,2.865621501,1.992956204,0.960949466,0.946124635,0.996684466,1.69223301,0.556406796,NA,0.490552995,0.148740772,0.042282723,0.016723914,0.046952381,0.010162344,0.082273684,0.026886728,0.065867603,11.17953862,0.052778894,10.11658291,0.034132465,0.053228141,10.12864322,0.008821549,0.003714856,0.004398157,0.003407452,NA,3.310030395,2.190806039,NA,4.001923077
2516,Walnut Creek-Geary (Pleasant Hill),Walnut_Creek,37.9266,-122.0782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,9.25,0.00675,5.75,0.003766667,0.00675,5.75,NA,NA,NA,NA,NA,NA,NA,NA,4.5
2517,Yosemite-Camp Six,Yosemite-#6,37.5466,-119.8416,NA,NA,1.698020619,1.715520833,1.801989691,2.515463918,0.978113402,NA,NA,NA,0.029813084,0.012221098,0.00682243,0.000873012,0.031962617,0.013133976,0.060471698,12.4245283,0.052586538,10.25,0.039705,0.053009615,10.26923077,NA,NA,NA,NA,NA,2.158536585,1.950851341,NA,4
2522,Weaverville-CalTrans,Weavrvl-CalT,40.7311,-122.9411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056292135,11.5505618,0.050988764,9.865168539,0.036205747,0.051483146,9.842696629,NA,NA,NA,NA,NA,NA,NA,NA,4.011111111
2523,Fresno-Butler,Fresno-Butlr,36.748,-119.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065145587,11.81210191,0.052347242,9.632823366,0.032971475,0.052782568,9.636995828,NA,NA,NA,NA,NA,NA,NA,NA,4.023139746
2525,Perris,Perris,33.7888,-117.2277,NA,NA,2.363694915,2.328389831,2.380644068,3.06779661,1.922983051,NA,NA,NA,0.055228519,0.0308632,0.114043716,0.022373087,0.153656307,0.05286741,0.073622054,13.03293895,0.058371323,9.884422586,0.032966884,0.058862953,9.889624515,NA,NA,NA,NA,NA,NA,NA,NA,4.002458629
2529,Vacaville-Merchant Street,Vacavil-Merc,38.3516,-121.9933,NA,NA,0.46898,0.469134228,0.49672,0.973333333,0.22626,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035151692,10.01458576,0.027457786,9.36196319,0.017516371,0.027889278,9.366345311,NA,NA,NA,NA,NA,NA,NA,NA,4.010471204
2532,Lockwood Valley-Lockwood,Lockwd_Vally,34.75,-118.9133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043238095,10.51904762,0.03712381,8.961904762,0.026878261,0.037533333,8.961904762,NA,NA,NA,NA,NA,NA,NA,NA,4
2533,Willow Creek-CSD Highway 96,Willow_Creek,40.94,-123.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037752809,11.57303371,0.032966292,10.01123596,0.023043678,0.033348315,10.01123596,NA,NA,NA,NA,NA,NA,NA,NA,3.966666667
2540,Big Bear Lake,Big_Bear_Lak,34.2438,-116.9111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095082873,14.86187845,0.07239779,11.22099448,0.045915029,0.072867403,11.2320442,NA,NA,NA,NA,NA,NA,NA,NA,4.027472527
2541,Gonzales-High School,Gonzales-HS,36.5116,-121.4405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042560706,11.1986755,0.035256071,9.558498896,0.023133025,0.035704194,9.569536424,NA,NA,NA,NA,NA,NA,NA,NA,4.01986755
2545,Hanford,Hanford,36.3315,-119.6592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05397457,12.50812338,0.045457459,10.08437426,0.028610888,0.045939194,10.08720245,NA,NA,NA,NA,NA,NA,NA,NA,4.005176471
2547,Gilroy-Monterey,Gilroy-Mntry,37.006,-121.567,NA,NA,1.638765363,1.653631285,1.661346369,2.027932961,1.288664804,NA,NA,NA,0.035555556,0.02032,0.068888889,0.028758235,0.096111111,0.049078235,0.027222222,11.19444444,0.021013889,9.652777778,0.013517742,0.021375,9.666666667,NA,NA,NA,NA,NA,2.383333333,2.1240335,NA,4
2551,El Centro-9th Street,El_Cent-9thS,32.7922,-115.5631,NA,NA,0.488820322,0.48228146,0.506042796,0.857203994,0.293689253,NA,NA,NA,0.026715382,0.010788927,0.029864396,0.006356203,0.048885517,0.014263003,0.056675977,12.19866247,0.047197194,9.820899436,0.032537837,0.047691491,9.826406189,NA,NA,NA,NA,NA,NA,NA,NA,4.000507421
2553,Stockton-E Mariposa,Stockton-EMr,37.9052,-121.1463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055120999,13.56965772,0.044763562,10.11053509,0.025198205,0.045252546,10.10312905,NA,NA,NA,NA,NA,NA,NA,NA,4.002771619
2554,Valley Home-School,Valley_Home,37.8288,-120.9111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.070402685,13.57718121,0.057633333,10.56,0.034691837,0.058086667,10.57333333,NA,NA,NA,NA,NA,NA,NA,NA,4.013333333
2561,Brawley-Hovely,Brawley-Hvly,33.0191,-115.4605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067282609,11.04347826,0.058652174,9.451086957,0.042504598,0.059103261,9.456521739,NA,NA,NA,NA,NA,NA,NA,NA,4.048648649
2562,Oildale-Fire Station #63,Oildale-FS63,35.4311,-118.9791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.060395137,12.05167173,0.050069697,10.0969697,0.026309873,0.050575758,10.0969697,0.047368421,0.018445669,0.020819003,0.016484985,NA,9.585551331,4.340846198,NA,3.993993994
2583,Lynwood,Lynwood,33.9288,-118.2108,3.27286961,2.271804874,3.490514218,3.489590666,3.713299781,5.164173266,2.309836371,NA,2.224383562,0.877785781,0.066831161,0.042268672,0.185417776,0.065682956,0.236104628,0.108000754,0.042163039,11.57174499,0.030021086,9.12333911,0.016513598,0.030514924,9.121124591,0.013794404,0.006032948,0.006870156,0.005416335,NA,5.167261471,3.171490612,NA,4.000379795
2586,Ukiah-Health Dept,Ukiah-Hlth_D,39.15,-123.207,NA,NA,0.256605442,0.259156463,0.266809524,0.884353741,0.112394558,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032781578,9.892384861,0.026735187,9.946216955,0.01711774,0.027102552,9.952142206,NA,NA,NA,NA,NA,NA,NA,NA,4.006372326
2589,Chula Vista,Chula Vista,32.6314,-117.0592,2.006796117,1.822633503,1.169474845,1.162537936,1.195612951,1.73538419,0.83650844,NA,0.577491058,0.260228809,0.039923005,0.020343892,0.052599459,0.010998346,0.086448388,0.031126438,0.053566599,11.2803601,0.044589473,9.248668014,0.030072016,0.045066324,9.238838876,0.007838171,0.003181389,0.003633365,0.00291272,NA,2.44627383,2.014247376,NA,4.000182949
2591,Madera-Health Dept #2,Madera-HD#2,36.9547,-120.0366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057312696,13.21182609,0.04840879,10.16986397,0.0290991,0.048901291,10.17614231,NA,NA,NA,NA,NA,NA,NA,NA,4.000347584
2593,Santa Ynez-Airport Road,S_Ynez-Airpt,34.6077,-120.0733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047320316,12.18937422,0.040837838,10.01119691,0.028605001,0.041312741,10.01312741,NA,NA,NA,NA,NA,NA,NA,NA,4.002794373
2596,Riverside-Rubidoux,Rvrside-Rubi,34.0005,-117.4152,3.099963477,2.268771045,1.530627668,1.515294743,1.627940899,2.226669129,0.965861483,NA,NA,NA,0.050480861,0.027930692,0.112226443,0.030740288,0.149993484,0.058602445,0.079265075,13.11248387,0.061983223,10.04157448,0.031322638,0.062467736,10.038809,0.003619497,0.001393618,0.001719005,0.001357618,NA,4.258768286,2.719874916,NA,4.000824553
2599,Vandenberg Air Force Base-Pt Arguello #1,Van_AFB-Pt#1,34.6838,-120.603,NA,NA,0.223,0.22402439,0.231121951,0.317073171,0.159463415,NA,NA,NA,0.007843137,0.002991474,0.005686275,0.002003474,0.011176471,0.004992632,0.049607843,10.16666667,0.044529412,9.666666667,0.036597895,0.044941176,9.666666667,0.00097561,0.000171875,0.000294118,0.000132927,NA,NA,NA,NA,4
2600,McKittrick-Highways 58 and 33,McKitr-58&33,35.3125,-119.6166,NA,NA,0.238949519,0.241754808,0.240307876,0.630071599,0.108749403,NA,NA,NA,0.027786458,0.012616667,0.012944297,0.002247404,0.038093995,0.014640592,0.067777778,12.19047619,0.059324538,9.841688654,0.04396645,0.059746702,9.81530343,0.009321608,0.002036755,0.002530026,0.001705628,NA,NA,NA,NA,4.012958963
2603,El Toro,El Toro,33.6272,-117.6911,NA,NA,1.289893036,1.308493352,1.306094612,2.072345291,0.861049307,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055330584,11.50578688,0.042291816,9.440585496,0.02559493,0.042776181,9.44843646,NA,NA,NA,NA,0.004333333,NA,NA,NA,3.999601699
2604,Modesto-J Street,Modesto-J_St,37.639,-120.996,NA,NA,1.713861702,1.712989362,1.845078723,2.695744681,1.140455319,NA,NA,NA,0.055642105,0.035429559,0.087221053,0.022971324,0.133052632,0.058430392,0.040405117,11.49253731,0.030529915,10.39316239,0.018157457,0.030967949,10.37820513,0.006536797,0.001456216,0.001949558,0.00126619,NA,NA,NA,NA,4.002096436
2609,Santa Maria-McClelland,S_Maria-McCl,34.9527,-120.4319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033583669,9.922379032,0.028396169,9.365927419,0.018756725,0.028813004,9.371471774,0.006059979,0.000780497,0.001116398,0.000680838,NA,NA,NA,NA,4.001003512
2613,Los Gatos,Los Gatos,37.228,-121.9791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042503809,11.82359836,0.033587029,9.358956828,0.019373717,0.034061932,9.347172023,NA,NA,NA,NA,NA,NA,NA,NA,4.000878735
2617,Five Points,Five Points,36.3417,-120.1088,NA,NA,0.650513077,0.662887779,0.655946237,0.773425499,0.454461598,NA,NA,NA,0.017611807,0.009998085,0.014533333,0.006065301,0.027227191,0.016040488,0.047310062,11.34154689,0.040885989,9.599587912,0.027650891,0.041346841,9.600961538,NA,NA,NA,NA,NA,NA,NA,NA,4.003955175
2622,San Rafael,San Rafael,37.9727,-122.5183,2.26178591,1.916149252,1.241795655,1.244696278,1.256157547,1.894555953,0.904309138,NA,NA,NA,0.031146881,0.018951723,0.090697664,0.027470446,0.134462779,0.053367953,0.030630941,10.36351026,0.024018597,10.20623612,0.015343005,0.024491118,10.17672095,NA,NA,NA,NA,NA,2.498689539,2.075532197,NA,4.000274098
2623,Anaheim-Harbor Blvd,Anaheim-Harb,33.8202,-117.9138,NA,NA,2.268976225,2.256919419,2.371416799,3.322041733,1.570152272,NA,NA,NA,0.066392445,0.04082424,0.123743539,0.036220016,0.172112371,0.075216704,0.055388728,11.58217013,0.040085955,9.110833224,0.020911929,0.040571673,9.114782151,0.011347368,0.004873448,0.005737278,0.004347174,NA,3.660747664,2.434060935,NA,4.000120846
2628,Hollister-Fairview Road,Hollistr-Frv,36.8433,-121.3622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021678832,0.010656489,0.007408759,0.001592438,0.02529927,0.012244505,0.046023729,12.17363465,0.03926123,9.662962614,0.027921152,0.039732178,9.670590451,NA,NA,NA,NA,NA,NA,NA,NA,4.000094109
2632,Whittier-Leffingwell,Whittier,33.979,-118.032,NA,NA,2.741571904,2.746284483,2.820064263,4.064851097,1.898932014,NA,NA,NA,0.077749503,0.04658778,0.121207787,0.037752649,0.177229179,0.084355095,0.06714594,11.74715575,0.046649794,9.182852658,0.022637688,0.047147734,9.187561311,0.012706797,0.004894542,0.005753825,0.00441869,NA,NA,NA,NA,4.000391236
2636,Piru-Main,Piru-Main,34.415,-118.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094183908,12.0045977,0.079078161,9.905747126,0.048572619,0.079547126,9.908045977,NA,NA,NA,NA,NA,NA,NA,NA,4.004597701
2640,Port Hueneme-Civil Engineering Lab,Pt_Hueneme,34.148,-119.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055302326,10.97674419,0.047813953,10.80930233,0.033426316,0.048227907,10.80930233,NA,NA,NA,NA,NA,NA,NA,NA,3.986046512
2643,Santa Rosa-Humboldt,S_Rosa-Hmbld,38.441,-122.713,2.082080925,1.75375185,1.954405117,1.956234542,2.031010661,3.012793177,1.473771855,NA,NA,NA,0.035282609,0.020756106,0.078503254,0.022543432,0.106861472,0.043013417,0.028534483,9.157327586,0.021883369,9.207343413,0.014196347,0.022345572,9.211663067,0,0,0,0,NA,2.407189542,1.977510414,NA,4
2646,San Leandro,San Leandro,37.7197,-122.1608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034557066,9.208487845,0.025719097,8.948665298,0.015389181,0.026167146,8.936344969,NA,NA,NA,NA,NA,NA,NA,NA,4.007793273
2647,Solana Beach-Glenmont,Sol_Bch-Glen,32.998,-116.7333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07047619,10.93095238,0.057700118,10.00708383,0.041171947,0.058157025,10.0472255,NA,NA,NA,NA,NA,NA,NA,NA,3.994096812
2650,Hesperia-Olive Street,Hesperia,34.4158,-117.2861,NA,NA,1.244547778,1.242882493,1.274685455,1.671459279,0.971108192,NA,NA,NA,0.035334073,0.017259025,0.018402613,0.004193702,0.050873767,0.021581371,0.069651821,13.16732439,0.0595524,10.25366238,0.043137713,0.06003899,10.24825332,0.003451041,0.001538859,0.001791859,0.001503514,NA,NA,NA,NA,3.999776661
2655,Napa-Jefferson Avenue,Napa-Jffrsn,38.3113,-122.2941,2.217263718,1.937162548,1.21820781,1.208272252,1.268528501,1.844501466,0.830631965,NA,NA,NA,0.026635906,0.014358726,0.059616353,0.01677749,0.093441461,0.035789494,0.037832125,12.07508031,0.030656755,9.969530103,0.018645061,0.031134086,9.959618209,0,0,0,0,NA,2.506859311,2.054773793,NA,4.000182732
2656,Rocklin-Sierra College,Rocklin-Sier,38.7919,-121.2083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05258316,11.71439709,0.042936768,9.903721051,0.027807265,0.043409576,9.884985688,NA,NA,NA,NA,NA,NA,NA,NA,4.010384216
2669,San Bernardino,San_Bernar_S,34.1211,-117.3019,NA,NA,2.856136,2.8508496,2.920599681,3.550239234,2.365907496,NA,NA,NA,0.078254211,0.047436558,0.076998469,0.020336494,0.137886677,0.067707002,0.117789969,12.90752351,0.087537618,9.559561129,0.04100628,0.08803605,9.559561129,0.007222222,0.002367096,0.002955763,0.002149275,NA,3.723368741,2.885869196,NA,3.99850075
2671,Grover City-Lesage Drive,Grover_City,35.1239,-120.6322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019483331,0.007337852,0.024706496,0.004284954,0.041409644,0.011317278,0.041344247,12.04265743,0.036625359,9.838397129,0.026134057,0.037072727,9.850837321,0.005178824,0.001117131,0.001419528,0.001045172,NA,2.070058708,1.661057688,NA,3.999882228
2678,Colfax-Church Street,Colfax-Chrch,39.0994,-120.9541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059217877,11.55726257,0.0513947,9.610878661,0.036442075,0.051835425,9.624825662,NA,NA,NA,NA,NA,NA,NA,NA,4.019498607
2680,Sequoia Natl Park-Lodgepole,Seq_NP-Ldgpl,36.564,-118.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071804511,15.02255639,0.058686567,10.97014925,0.037874194,0.059119403,10.97014925,NA,NA,NA,NA,NA,NA,NA,NA,4.082089552
2681,Simi Valley-Cochran I,Simi_V-CchrI,34.269,-118.78,NA,NA,1.672819246,1.690559168,1.736582846,2.931124107,1.107440546,NA,NA,NA,0.05125,0.0253909,0.097238622,0.023346024,0.135642118,0.048709966,0.077104447,10.93795243,0.063090533,9.284531816,0.035669145,0.063561821,9.295395758,0.008173785,0.002003261,0.002424213,0.001762592,NA,2.459348613,1.831559879,NA,4.010515774
2686,Lompoc-G Street,Lompoc-G_St,34.5136,-120.0055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033254862,9.004094166,0.028633094,9.53340185,0.020290326,0.028987667,9.53340185,0.000786309,7.20E-05,0.000130326,6.92E-05,NA,NA,NA,NA,4.00334728
2690,Livermore-Railroad,Livrmor-Rlrd,37.682,-121.767,1.986772487,1.705228201,1.788487395,1.821315642,1.833553073,2.701117318,1.396351955,NA,NA,NA,0.041030641,0.024261395,0.071201117,0.020819536,0.104138889,0.045682229,0.033711911,10.7534626,0.023271468,9.20498615,0.011329915,0.023767313,9.168975069,NA,NA,NA,NA,NA,2.270063694,1.849518694,NA,4.005540166
2702,Piru-2 miles SW,Piru-2mi_SW,34.4025,-118.8244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05830844,11.95875681,0.048273825,9.589630284,0.028280466,0.048750479,9.598320813,NA,NA,NA,NA,NA,NA,NA,NA,4.005153121
2708,Goleta,Goleta,34.4459,-119.8287,NA,NA,0.921602616,0.933439268,0.932646304,1.524126456,0.63154956,NA,NA,NA,0.033454397,0.01647479,0.033343736,0.00869678,0.061670621,0.025096065,0.05395009,11.23732211,0.044520136,9.341013825,0.028393563,0.044998197,9.346022841,0.001520616,0.000256357,0.000386632,0.000246179,NA,NA,NA,NA,4.003160806
2709,San Luis Obispo-Marsh Street,S_L_O-Marsh,35.2822,-120.6578,NA,NA,0.714372088,0.715756739,0.750510888,1.236686072,0.439150712,NA,NA,NA,0.026243442,0.013431814,0.03880866,0.00923335,0.060937562,0.022596943,0.038504899,10.29425212,0.033281699,10.08485839,0.024135807,0.033720588,10.06350763,0.004051095,0.000720382,0.001037259,0.000633431,NA,2.417904762,2.090713303,NA,4.000214984
2711,Indio-Oasis,Indio-Oasis,33.7083,-115.7797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066544224,12.09714838,0.053199421,10.67841622,0.03638312,0.053692419,10.6740705,NA,NA,NA,NA,NA,NA,NA,NA,4.001447876
2722,Burney-Siskiyou,Burney-Sskyu,40.8848,-121.6694,NA,NA,0.753566879,0.731672496,0.797623211,1.211446741,0.429794913,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044197531,11.48148148,0.038733216,10.14840989,0.025095933,0.039130742,10.12190813,NA,NA,NA,NA,NA,NA,NA,NA,4.01
2724,South Lake Tahoe-Bijou School,S_Tahoe-Biju,38.9416,-119.9583,NA,NA,1.155196975,1.131106602,1.213987456,2.091026053,0.660168543,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051322077,9.402994584,0.045626633,9.114367633,0.034481139,0.046048742,9.142720612,NA,NA,NA,NA,NA,NA,NA,NA,4.00093838
2726,Sonoma-1st Street,Sonoma-1stSt,38.2989,-122.4567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040098418,11.27379146,0.033235498,9.797186147,0.022650232,0.033682251,9.788744589,NA,NA,NA,NA,NA,NA,NA,NA,3.999134948
2727,Morro Bay-Baywood Substation,Moro_Bay-Byw,35.366,-120.849,1.852786885,1.66093977,NA,NA,NA,NA,NA,NA,NA,NA,0.020201149,0.007009288,0.018189655,0.003238554,0.035344828,0.010291517,0.038701657,9.790055249,0.033481994,9.686980609,0.023260423,0.033858726,9.67867036,0.007134986,0.001454098,0.002056546,0.00131022,NA,1.810491803,1.601301738,NA,3.99726776
2731,Sacramento-Del Paso Manor,Sacto-DelPas,38.6136,-121.3678,2.290946181,1.978914714,1.171188918,1.159989289,1.31414785,1.794894954,0.719409778,NA,0.288365517,0.127523929,0.031156528,0.014921414,0.062440299,0.01601825,0.087623217,0.030887229,0.053858834,12.97089869,0.043812371,10.04873237,0.026066507,0.044294663,10.0429121,0.004108562,0.001547577,0.001852042,0.001476222,NA,2.599138462,2.140545434,NA,4.000467071
2733,Saratoga-Highway 85 and SP RR,Saratoga,37.2638,-122.0219,NA,NA,1.805066667,1.816183333,1.81965,2.633333333,1.40925,NA,NA,NA,0.061315789,0.031803548,0.090263158,0.03094,0.135789474,0.062664828,0.01,0,0.01,0,0.01,0.01,0,NA,NA,NA,NA,NA,2.216666667,1.784994,NA,4.033333333
2739,San Jose-1025 Piedmont Road,Sn_Jose-1025,37.3916,-121.8425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050697842,11.8442446,0.037887056,9.522768017,0.020810197,0.038367157,9.515596988,NA,NA,NA,NA,NA,NA,NA,NA,4.005017921
2744,Colusa-Sunrise Blvd,Colusa-Sunrs,39.1888,-121.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046054941,14.23165232,0.039697684,10.42570199,0.026101787,0.040188973,10.44681287,NA,NA,NA,NA,NA,NA,NA,NA,3.9989752
2748,Thousand Oaks-Windsor,1000_Oaks-Wn,34.1935,-118.8665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063024378,11.34535297,0.052127984,9.618842052,0.029233956,0.052605891,9.630269172,NA,NA,NA,NA,NA,NA,NA,NA,4.002283684
2752,Yreka-Foothill Drive,Yreka-Fthill,41.7267,-122.6336,NA,NA,1.140646018,1.167725664,1.17319469,1.805309735,0.719424779,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040932986,12.19455072,0.034792313,9.959944432,0.021840354,0.035256772,9.967700857,NA,NA,NA,NA,NA,NA,NA,NA,4.002309469
2756,Ventura County-W Casitas Pass Road,WCasitasPass,34.3866,-119.4172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011411835,0.005898277,0.00392617,0.002110537,0.014576617,0.008025895,0.060233629,12.24727748,0.052535387,10.24124401,0.042875638,0.05299782,10.26711234,NA,NA,NA,NA,NA,2.267032967,2.053720286,NA,4.000715308
2757,Joshua Tree Natl Monument-Lost Horse,Josh_Tr-LHrs,34.018,-116.1894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063593917,11.90464447,0.056100373,10.44255496,0.046713731,0.05649606,10.42472003,NA,NA,NA,NA,NA,NA,NA,NA,4.023789992
2762,Riverside-RCC,Rvrside-RCC,33.953,-117.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.163472222,13.38888889,0.117263889,9.763888889,0.056296875,0.11775,9.763888889,NA,NA,NA,NA,NA,NA,NA,NA,4.013888889
2767,Los Angeles-Mt Lee,Ls_Ang-MtLee,34.0583,-117.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08959276,0.043178168,0.028914027,0.006022574,0.109547511,0.049203465,0.098475894,12.24105754,0.076293023,10.09457364,0.049844426,0.07675814,10.09767442,0.011220657,0.00449723,0.005419765,0.004260282,NA,NA,NA,NA,4.004643963
2772,Oildale-3311 Manor Street,Oildale-3311,35.4381,-119.0167,5.774559459,2.82559826,0.742679052,0.74353966,0.764242221,1.172878359,0.475509194,NA,0.762048276,0.319520299,0.034988705,0.017246366,0.027678785,0.006519589,0.058379453,0.02374362,0.05994914,13.28848792,0.052599557,10.5,0.035956636,0.053063028,10.50295608,0.012776395,0.004450066,0.005131932,0.004091514,NA,6.579283512,3.206709109,NA,3.999895441
2781,Santa Ana-Weir Canyon Road,Snta_Ana-Wir,33.7461,-117.8669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067783883,11.37728938,0.045062271,8.673992674,0.018963178,0.045562271,8.673992674,0.00789916,0.002818593,0.003538298,0.002445924,0.00207483,NA,NA,NA,3.998171846
2789,Salinas-Natividad Road #2,Salinas-Ntvd,36.6986,-121.6325,NA,NA,0.954978424,0.955618784,0.966030398,1.327193771,0.749821204,NA,NA,NA,0.025149894,0.012364705,0.030414727,0.007921666,0.05159509,0.020288339,0.035267707,9.926549772,0.030077082,9.828981904,0.022114168,0.030526316,9.835612654,0.000453281,8.53E-05,0.000140129,8.37E-05,NA,2.164268937,1.921899096,NA,3.999862901
2799,Shaver Lake,Shaver Lake,37.1125,-118.6875,NA,NA,0.662240809,0.659853591,0.69420677,0.946020128,0.414976212,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051047535,8.82834507,0.046146363,8.862401402,0.038474819,0.046505697,8.85977213,NA,NA,NA,NA,NA,NA,NA,NA,4.022332506
2803,Oakland-Jackson,Oakland-Jcks,37.804,-122.27,NA,NA,1.619696296,1.624151852,1.701114815,2.151851852,1.227303704,NA,NA,NA,0.0625,0.043195455,0.104375,0.033140909,0.154375,0.076336364,0.02063197,6.940520446,0.014795539,9.148698885,0.008909877,0.015215613,9.111524164,NA,NA,NA,NA,NA,NA,NA,NA,4
2804,Bethel Island Road,Bethel_Is_Rd,38.0066,-121.6413,NA,NA,0.448679362,0.444434993,0.471775376,0.637561862,0.323190183,NA,NA,NA,0.020675248,0.011236306,0.016684714,0.004080756,0.037903908,0.017499892,0.046182578,13.10020141,0.038341628,10.14336087,0.024582522,0.038817248,10.14598025,0.003875089,0.001437877,0.001713804,0.001330782,NA,NA,NA,NA,3.999497992
